ParticipantName,ParticipantCountry,R1Composer,R1Piece,R1PCString,R2Composer,R2Piece,R2PCString,R3Composer,R3Piece,R3PCString,Placement,Year
Kopachevsky Philipp,Russia,Joseph Haydn," Piano Sonata in A-flat major, Hob. XVI: 46","Joseph Haydn. Piano Sonata in A-flat major, Hob. XVI: 46",Nikolái Médtner," Canzona Serenada from the cycle Forgotten Melodies, op. 38, No. 6","N. Medtner. Canzona Serenada from the cycle Forgotten Melodies, op. 38, No. 6",Pyotr Tchaikovsky," Piano Concerto No.1 in B-flat minor, op. 23","S. Rachmaninoff. Rhapsody on a Theme of Paganini, A minor, op. 43']",NaN,2019
Kopachevsky Philipp,Russia,Johann S. Bach,"  Prelude and Fugue in C minor, WTC, Book 1, BWV 846","J. S. Bach. Prelude and Fugue in C minor, WTC, Book 1, BWV 846",Robert Schumann," 'Carnaval', op. 9","R. Schumann. _Carnaval_, op. 9",NaN,NaN,"P. Tchaikovsky. Piano Concerto No.1 in B-flat minor, op. 23",NaN,2019
Kopachevsky Philipp,Russia,NaN,NaN,May: White Nights; June: Barcarolle; July: Song of the Reaper,"Edvard Grieg , G. Ginsburg"," Suite No. 1 'Peer Gynt', op. 46","Edvard Grieg & G. Ginsburg. Suite No. 1 _Peer Gynt_, op. 46",NaN,NaN,NaN,NaN,2019
Liu Xiaoyu,Canada,Sergei Rachmaninoff," Etude-tableau in D major, op. 39, No. 9","S. Rachmaninoff. Etude-tableau in D major, op. 39, No. 9",Maurice Ravel," Alborada del gracioso, V. La vallee des cloches","Miroirs: III. Une barque sur l|ocean, IV. Alborada del gracioso, V. La vallee des cloches",NaN,NaN,NaN,NaN,2019
Liu Xiaoyu,Canada,Frédéric Chopin," Etude in C-sharp minor,op. 10, No. 4","F. Chopin. Etude in C-sharp minor,op. 10, No. 4",,NaN,NaN,Sergei Rachmaninoff," Rhapsody on a Theme of Paganini, A minor, op. 43",NaN,NaN,2019
Liu Xiaoyu,Canada,Ludwig van Beethoven: Sonata No," Sonata No. 21 in C major ('Waldstein'), op. 53","L. van Beethoven: Sonata No. 21 in C major (_Waldstein_), op. 53",Aleksandr Scriabin," Piano Sonata No. 4 in F&sharp major, op. 30","A. Scriabin. Piano Sonata No. 4 in F&sharp major, op. 30",Pyotr Tchaikovsky," Piano Concerto No. 2 in G major, op. 44","S. Rachmaninoff. Rhapsody on a Theme of Paganini, A minor, op. 43']",NaN,2019
Liu Xiaoyu,Canada,Johann S. Bach,"  Prelude and Fugue No.4 in C- flat minor WTC, BWV 849","J. S. Bach. Prelude and Fugue No.4 in C- flat minor WTC, BWV 849",Johann S. Bach," Bach. French Suite No.5 in G major, BWV 816","J.S. Bach. French Suite No.5 in G major, BWV 816",NaN,NaN,"P. Tchaikovsky. Piano Concerto No. 2 in G major, op. 44",NaN,2019
Liu Xiaoyu,Canada,Franz Liszt," Etude 'La Campanella' de Paganini No. 3 in G-flat minor, S. 141","F. Liszt. Etude _La Campanella_ de Paganini No. 3 in G-flat minor, S. 141",Samuel Barber," Sonata for Piano in E-flat minor, op. 26","S. Barber. Sonata for Piano in E-flat minor, op. 26",NaN,NaN,NaN,NaN,2019
Liu Xiaoyu,Canada,Pyotr Tchaikovsky," Romance in F minor, op. 5","P. Tchaikovsky. Romance in F minor, op. 5",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Liu Xiaoyu,Canada,Pyotr Tchaikovsky & E. Wild.,"Dance of the four swans from 'Swan Lake' Suite, op. 20","P. Tchaikovsky & E. Wild. Dance of the four swans from 'Swan Lake' Suite, op. 20",NaN,NaN,NaN,Pyotr Tchaikovsky," Piano Concerto No. 1 in B-flat minor, op. 23",NaN,NaN,2019
Malofeev Alexander,Russia,Johann S. Bach,"  Prelude and Fugue in A minor, The Well-Tempered Clavier, Book 2, BWV 889","J. S. Bach. Prelude and Fugue in A minor, The Well-Tempered Clavier, Book 2, BWV 889",Sergei Rachmaninoff," Piano Sonata No. 2 in B-flat minor, op. 36","S. Rachmaninoff. Piano Sonata No. 2 in B-flat minor, op. 36",Sergei Prokofiev," Piano Concerto No. 3 in C major, op. 26","P. Tchaikovsky. Piano Concerto No. 1 in B-flat minor, op. 23",NaN,2019
Malofeev Alexander,Russia,Ludwig van Beethoven," Piano Sonata No 23 F minor, op. 57","L. van Beethoven. Piano Sonata No 23 F minor, op. 57",P. Tchaikovsky," 'The seasons': October 'Autumn song', November 'On the Troika'","P. Tchaikovsky. _The seasons_: October _Autumn song_, November _On the Troika_",NaN,NaN,"S. Prokofiev. Piano Concerto No. 3 in C major, op. 26']",NaN,2019
Malofeev Alexander,Russia,Frédéric Chopin," Etude A minor, op. 25, No. 11","F. Chopin. Etude A minor, op. 25, No. 11",Sergei Prokofiev," Piano sonata No. 7 in B-flat major, op. 83","S. Prokofiev. Piano sonata No. 7 in B-flat major, op. 83",NaN,NaN,NaN,NaN,2019
Malofeev Alexander,Russia,Sergei Rachmaninoff," Etude-tableau in A minor, op. 39, No. 6","S. Rachmaninoff. Etude-tableau in A minor, op. 39, No. 6",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Malofeev Alexander,Russia,Franz Liszt," 'Mazeppa' from Transcendental Etudes, S. 139, No. 4","F. Liszt. _Mazeppa_ from Transcendental Etudes, S. 139, No. 4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Malofeev Alexander,Russia,Pyotr Tchaikovsky," 'Dumka', op. 59","P. Tchaikovsky. _Dumka_, op. 59","P. Tchaikovsky , M. Pletnev", Pletnev. 'Andante maestoso' from ballet 'Nutcracker',P. Tchaikovsky & M. Pletnev. _Andante maestoso_ from ballet _Nutcracker_,Sergei Rachmaninoff," Piano concerto No. 3 in D minor, op. 30",NaN,NaN,2019
Melnikov Alexey,Russia,Ludwig van Beethoven," Piano sonata No. 23 in F minor ('Appassionata'), op. 57","L. van Beethoven. Piano sonata No. 23 in F minor (_Appassionata_), op. 57",Aleksandr Scriabin," Prelude in C major, A minor, B minor, F-sharp minor, B major, G sharp minor, E flat minor, op. 11","A. Scriabin. Prelude in C major, A minor, B minor, F-sharp minor, B major, G sharp minor, E",NaN,NaN,"S. Rachmaninoff. Piano concerto No. 3 in D minor, op. 30']",3,2019
Melnikov Alexey,Russia,Pyotr Tchaikovsky, 'The Seasons': October 'Autumn Song',P. Tchaikovsky. _The Seasons_: October _Autumn Song_,NaN,NaN,"flat minor, op. 11",NaN,NaN,NaN,3,2019
Melnikov Alexey,Russia,Frédéric Chopin," Etude in C major, op. 10, No. 1","F. Chopin. Etude in C major, op. 10, No. 1",Sergei Rachmaninoff," Etude-tableau in C minor, op. 33, No. 3","S. Rachmaninoff. Etude-tableau in C minor, op. 33, No. 3",NaN,NaN,NaN,3,2019
Melnikov Alexey,Russia,Sergei Rachmaninoff," Etude-tableau in C major, op. 33, No. 2","S. Rachmaninoff. Etude-tableau in C major, op. 33, No. 2",Sergei Prokofiev," 4 Etudes, op. 2","S. Prokofiev. 4 Etudes, op. 2",NaN,NaN,NaN,3,2019
Melnikov Alexey,Russia,Franz Liszt," Etude in F minor from Transcendental Etudes, S. 139 No. 10","F. Liszt. Etude in F minor from Transcendental Etudes, S. 139 No. 10",NaN,NaN,NaN,Pyotr Tchaikovsky," Piano concerto No. 1 in B-flat minor, op. 23",NaN,3,2019
Melnikov Alexey,Russia,Johann S. Bach,"  Prelude and Fugue in B-flat minor, WTC, book I, BWV 867","J.S. Bach. Prelude and Fugue in B-flat minor, WTC, book I, BWV 867",Franz Liszt," Sonata in B minor, S.178","F. Liszt. Sonata in B minor, S.178",Sergei Prokofiev," Piano Concerto No. 2 in G minor, op. 16","P. Tchaikovsky. Piano concerto No. 1 in B-flat minor, op. 23",3,2019
Mun Arseny,Russia,Ludwig van Beethoven," Piano Sonata No. 23, F minor (Appassionata), op. 57","L. van Beethoven. Piano Sonata No. 23, F minor (Appassionata), op. 57",Maurice Ravel, 'Undine' from the cycle 'Gaspard de la nuit',M. Ravel. 'Undine' from the cycle 'Gaspard de la nuit',NaN,NaN,"S. Prokofiev. Piano Concerto No. 2 in G minor, op. 16']",NaN,2019
Mun Arseny,Russia,Frédéric Chopin," Etude in A–flat major, op. 10, No. 1","F. Chopin. Etude in A–flat major, op. 10, No. 1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Mun Arseny,Russia,Sergei Rachmaninoff," Etudes-tableau in F-sharp minor, op. 39, No. 3","S. Rachmaninoff. Etudes-tableau in F-sharp minor, op. 39, No. 3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Mun Arseny,Russia,Franz Liszt," Etude 'La Campanella' in G-sharp minor from 'Grandes Etudes de Paganini', S. 140","F. Liszt. Etude 'La Campanella' in G-sharp minor from _Grandes Etudes de Paganini_, S. 140",NaN,NaN,NaN,Pyotr Tchaikovsky," Piano Concerto No. 1 in B-flat minor, op. 23",NaN,NaN,2019
Mun Arseny,Russia,Johann S. Bach,"  Prelude and Fugue in D-sharp minor, The Well-Tempered Clavier, Book 2, BWV 877","J. S. Bach. Prelude and Fugue in D-sharp minor, The Well-Tempered Clavier, Book 2, BWV 877",Robert Schumann, Carnaval. op. 9,R. Schumann. Carnaval. op. 9,NaN,NaN,"P. Tchaikovsky. Piano Concerto No. 1 in B-flat minor, op. 23",NaN,2019
Mun Arseny,Russia,Pyotr Tchaikovsky," 'Dumka', op. 59","P. Tchaikovsky. _Dumka_, op. 59",Sergei Prokofiev," Piano Sonata No. 7 in B-flat major, op. 83","S. Prokofiev. Piano Sonata No. 7 in B-flat major, op. 83",NaN,NaN,NaN,NaN,2019
Shishkin Dmitry,Russia,Pyotr Tchaikovsky," 'Scherzo a la Russe', op. 1 No. 1","P. Tchaikovsky. _Scherzo a la Russe_, op. 1 No. 1",Sergei Prokofiev," 4 Etudes, op. 2","S. Prokofiev. 4 Etudes, op. 2",NaN,NaN,NaN,2,2019
Shishkin Dmitry,Russia,Frédéric Chopin," Etude in c-sharp minor,op. 10, No. 4","F. Chopin. Etude in c-sharp minor,op. 10, No. 4",Sergei Rachmaninoff," Piano Sonata No. 2 in B-flat minor, op. 36","S. Rachmaninoff. Piano Sonata No. 2 in B-flat minor, op. 36",NaN,NaN,NaN,2,2019
Shishkin Dmitry,Russia,Sergei Rachmaninoff, Etude-tableau op. 39 No. 8 in d minor,S. Rachmaninoff. Etude-tableau op. 39 No. 8 in d minor,NaN,NaN,NaN,Pyotr Tchaikovsky," Piano concerto No. 1 in B-flat minor, op. 23",NaN,2,2019
Shishkin Dmitry,Russia,Johann S. Bach,"  Prelude and Fugue in G major, WTC, book I, BWV 860","J. S. Bach. Prelude and Fugue in G major, WTC, book I, BWV 860",Frédéric Chopin," 3 Mazurkas, op. 59, Scherzo No. 2 in B-flat minor, op. 31","F. Chopin. 3 Mazurkas, op. 59, Scherzo No. 2 in B-flat minor, op. 31",Sergei Prokofiev," Piano concerto No. 3 in C major, op. 26","P. Tchaikovsky. Piano concerto No. 1 in B-flat minor, op. 23",2,2019
Shishkin Dmitry,Russia,Ludwig van Beethoven," Sonata No. 21 in C major 'Waldstein', op. 53","L. van Beethoven. Sonata No. 21 in C major _Waldstein_, op. 53",Nikolái Médtner," 'Canzona-Serenata' from 'Forgotten Melodies', op. 38","N. Medtner. _Canzona-Serenata_ from _Forgotten Melodies_, op. 38",NaN,NaN,"S. Prokofiev. Piano concerto No. 3 in C major, op. 26']",2,2019
Shishkin Dmitry,Russia,Franz Liszt," Etude 'La campanella' in g-sharp minor from Grandes Etudes de Paganini, S. 141","F. Liszt. Etude 'La campanella' in g-sharp minor from Grandes Etudes de Paganini, S. 141",NaN,NaN,NaN,NaN,NaN,NaN,2,2019
Tarasevich-Nikolayev Arseny,Russia,Sergei Rachmaninoff," Etudes-tableau in D major, op. 39, No. 9","S. Rachmaninoff. Etudes-tableau in D major, op. 39, No. 9",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Tarasevich-Nikolayev Arseny,Russia,Franz Liszt," Etude 'Chasse-neige' from the Transcendental Etudes, S. 139, No. 12","F. Liszt. Etude _Chasse-neige_ from the Transcendental Etudes, S. 139, No. 12",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Tarasevich-Nikolayev Arseny,Russia,Pyotr Tchaikovsky," 'Meditation', op. 72, No. 5","P. Tchaikovsky. _Meditation_, op. 72, No. 5",Sergei Prokofiev," Piano Sonata No. 6 in A major, op. 39","S. Prokofiev. Piano Sonata No. 6 in A major, op. 39",Pyotr Tchaikovsky," Piano Concerto No. 1 in B-flat minor, op. 23",NaN,NaN,2019
Tarasevich-Nikolayev Arseny,Russia,Wolfgang Amadeus Mozart,"Piano Sonata No. 13 in B-flat minor, K. 333","W. A. Mozart. Piano Sonata No. 13 in B-flat minor, K. 333",Sergei Rachmaninoff," Etudes-tableaux in C major, op. 39, No. 9","S. Rachmaninoff. Etudes-tableaux in C major, op. 39, No. 9",Ludwig Van Beethoven," Beethoven. Piano Concerto No. 5 in E-flat major, op. 73","P. Tchaikovsky. Piano Concerto No. 1 in B-flat minor, op. 23']",NaN,2019
Tarasevich-Nikolayev Arseny,Russia,Johann S. Bach,"  Prélude and Fuguein E-flat minor, The Well-Tempered Clavier, Book 1, BWV 853","J. S. Bach. Prélude and Fuguein E-flat minor, The Well-Tempered Clavier, Book 1, BWV 853",Sergei Rachmaninoff," Six moments musicaux, op. 16","S. Rachmaninoff. Six moments musicaux, op. 16",NaN,NaN,"L. V. Beethoven. Piano Concerto No. 5 in E-flat major, op. 73",NaN,2019
Tarasevich-Nikolayev Arseny,Russia,Frédéric Chopin," Etude in Cmajor, op. 10, No. 1","F. Chopin. Etude in Cmajor, op. 10, No. 1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Wu Yuchong,China,Frédéric Chopin," Etude in G-sharp minor, op. 25, No. 6","F. Chopin. Etude in G-sharp minor, op. 25, No. 6",Sergei Rachmaninoff," Sonata No. 2 B-flat minor, op. 36","S. Rachmaninoff. Sonata No. 2 B-flat minor, op. 36",NaN,NaN,NaN,NaN,2019
Wu Yuchong,China,Pyotr Tchaikovsky," Theme and variations, op. 19 No. 6","P. Tchaikovsky. Theme and variations, op. 19 No. 6",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Wu Yuchong,China,Pyotr Tchaikovsky," Polka, op. 51 No. 2","P. Tchaikovsky. Polka, op. 51 No. 2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Wu Yuchong,China,Sergei Rachmaninoff," Etude-tableau in D major op. 39, No. 9","S. Rachmaninoff. Etude-tableau in D major op. 39, No. 9",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Wu Yuchong,China,Franz Liszt," Etude in F minor 'La leggierezza' from Concert Etudes, No. 2","F. Liszt. Etude in F minor 'La leggierezza' from Concert Etudes, No. 2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Wu Yuchong,China,Ludwig van Beethoven," Piano sonata No.18 in E-flat major, op. 31","L. van Beethoven. Piano sonata No.18 in E-flat major, op. 31",Leoš Janáček," Piano Sonata ""1. X. 1905""","Leoš Janáček. Piano Sonata _1. X.1905_, JW 8/19",Sergei Rachmaninoff," Piano Concerto No. 3 in D minor, op. 30",NaN,NaN,2019
Wu Yuchong,China,Johann S. Bach,"  Prelude and Fugue in B minor, The Well-Tempered Clavier, Book 2, BWV 893","J. S. Bach. Prelude and Fugue in B minor, The Well-Tempered Clavier, Book 2, BWV 893",Bela Bartók," 'Out of doors' suite, Sz. 81","Bela Bartók. 'Out of doors' suite, Sz. 81",Pyotr Tchaikovsky," Piano Concerto No.1 in B-flat minor, op. 23","S. Rachmaninoff. Piano Concerto No. 3 in D minor, op. 30']",NaN,2019
Wu Yuchong,China,NaN,NaN,NaN,Felix Mendelssohn,"Fantasy in F-sharp minor,op. 28","Felix Mendelssohn. Fantasy in F-sharp minor,op. 28",NaN,NaN,"P. Tchaikovsky. Piano Concerto No.1 in B-flat minor, op. 23",NaN,2019
Xie Ming,China,Pyotr Tchaikovsky,"Natha-Valse', op. 64 No. 4","P. Tchaikovsky.'Natha-Valse', op. 64 No. 4",Aleksandr Glazunov," Piano Sonata No. 1 in B-flat minor, op. 74","A. Glazunov. Piano Sonata No. 1 in B-flat minor, op. 74",NaN,NaN,NaN,NaN,2019
Xie Ming,China,Pyotr Tchaikovsky,1,"_Impromptu_, op. 72 No. 1",NaN,NaN,NaN,Sergei Prokofiev," Pianoconcerto No. in C major,op. 26",NaN,NaN,2019
Xie Ming,China,Ludwig van Beethoven," Sonata No. 18 in E-flat major, op. 31 No. 3","L. van Beethoven. Sonata No. 18 in E-flat major, op. 31 No. 3",Sergei Prokofiev," 'Sarcasms',op. 17","S. Prokofiev. _Sarcasms_,op. 17",Pyotr Tchaikovsky," Pianoconcerto No. 1 in B-flat minor, op. 23","S. Prokofiev. Pianoconcerto No. in C major,op. 26",NaN,2019
Xie Ming,China,Johann S. Bach,"  Prelude and Fugue in G-sharp minor, WTC book 1, BWV 863","J. S. Bach. Prelude and Fugue in G-sharp minor, WTC book 1, BWV 863",Maurice Ravel, 'Gaspard de la nuit',–ú. Ravel. _Gaspard de la nuit_,NaN,NaN,"P. Tchaikovsky. Pianoconcerto No. 1 in B-flat minor, op. 23']",NaN,2019
Xie Ming,China,Frédéric Chopin," Etude in G-sharp minor, op. 25, No. 6","F. Chopin. Etude in G-sharp minor, op. 25, No. 6","Sergei Rachmaninoff , Felix Mendelssohn", Scherzo from 'Midsummer Night's Dream',S. Rachmaninoff & Felix Mendelssohn. Scherzo from _Midsummer Night|s Dream_,NaN,NaN,NaN,NaN,2019
Xie Ming,China,Franz Liszt," Etude 'La Campanella' in G-sharp minor from 'Grandes Etudes de Paganini', S. 140","F. Liszt. Etude 'La Campanella' in G-sharp minor from _Grandes Etudes de Paganini_, S. 140",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Xie Ming,China,Sergei Rachmaninoff," Etude-tableau in C minor, op. 39 No. 1","S. Rachmaninoff. Etude-tableau in C minor, op. 39 No. 1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Yang Yi Ke,Canada,Franz Liszt," Transcendental Etude in F minor, S.139, No. 10","F. Liszt. Transcendental Etude in F minor, S.139, No. 10",NaN,NaN,NaN,Sergei Prokofiev," Piano Concerto No. 2 in G minor, op. 16",NaN,NaN,2019
Yang Yi Ke,Canada,Ludwig van Beethoven," Piano sonata No. 28 in A major, op. 101","L. van Beethoven. Piano sonata No. 28 in A major, op. 101",Maurice Ravel," Cycle 'Gaspard de la Nuit': Ondine, Le Gibet, Scarbo","M. Ravel. Cycle 'Gaspard de la Nuit': Ondine, Le Gibet, Scarbo",NaN,NaN,"S. Prokofiev. Piano Concerto No. 2 in G minor, op. 16']",NaN,2019
Yang Yi Ke,Canada,Sergei Rachmaninoff," Etude in F-sharp minor, op. 39 No. 3","S. Rachmaninoff. Etude in F-sharp minor, op. 39 No. 3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Yang Yi Ke,Canada,Frédéric Chopin," Etude in C major, op. 10 No. 7","F. Chopin. Etude in C major, op. 10 No. 7",NaN,NaN,NaN,Pyotr Tchaikovsky," Piano Concerto No. 1 in B-flat minor, op. 23",NaN,NaN,2019
Yang Yi Ke,Canada,Johann S. Bach,"  Prelude and Fugue in G major, WTC Book I, BWV 860","J. S. Bach. Prelude and Fugue in G major, WTC Book I, BWV 860","Richard Wagner, Franz Liszt",Tannhauser Overture,R. Wagner & F. Liszt. Tannhauser Overture,NaN,NaN,"P. Tchaikovsky. Piano Concerto No. 1 in B-flat minor, op. 23",NaN,2019
Yang Yi Ke,Canada,P.Tchaikovsky," 'Dumka', op. 59","P.Tchaikovsky. _Dumka_, op. 59",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Yang Yi Ke,Canada,Pyotr Tchaikovsky," Nocturne in F major, op. 10 No. 1","P. Tchaikovsky. Nocturne in F major, op. 10 No. 1",Sergei Prokofiev," Sonata No. 7 in B-flat major, op. 83","S. Prokofiev. Sonata No. 7 in B-flat major, op. 83",Pyotr Tchaikovsky," Piano Concerto No. 1 in B-flat minor, op. 23",NaN,NaN,2019
Yashkin Anton,Russia,Johann S. Bach,"  Prelude and Fugue in B-flat major, WTC, Book 2, BWV 890, No. 21","J. S. Bach. Prelude and Fugue in B-flat major, WTC, Book 2, BWV 890, No. 21",Joseph Haydn,"Piano Sonata in G minor, Hob. XVI: 44","Joseph Haydn. Piano Sonata in G minor, Hob. XVI: 44",Franz Liszt, Piano Concerto No. 1 in E-flat major,"P. Tchaikovsky. Piano Concerto No. 1 in B-flat minor, op. 23",NaN,2019
Yashkin Anton,Russia,Ludwig van Beethoven," Beethoven. Piano Sonata F minor (Appassionata), op. 57, No. 23","L. V. Beethoven. Piano Sonata F minor (Appassionata), op. 57, No. 23",Franz Liszt," Scherzo and Marsch, S. 177","F. Liszt. Scherzo and Marsch, S. 177",NaN,NaN,F. Liszt. Piano Concerto No. 1 in E-flat major'],NaN,2019
Yashkin Anton,Russia,Frédéric Chopin," Etude in Csharp minor, op. 10, No. 4","F. Chopin. Etude in Csharp minor, op. 10, No. 4",Claude Debussy," Etude 'Pour les quartes', L. 136 No. 3","C. Debussy. Etude _Pour les quartes_, L. 136 No. 3",NaN,NaN,NaN,NaN,2019
Yashkin Anton,Russia,Sergei Rachmaninoff," Etudes-tableau in F-sharp minor, op. 39, No. 3","S. Rachmaninoff. Etudes-tableau in F-sharp minor, op. 39, No. 3",Modest Mussorgsky, 'Pictures from exhibition'.,M. Mussorgsky. _Pictures from exhibition_.,NaN,NaN,NaN,NaN,2019
Yashkin Anton,Russia,Pyotr Tchaikovsky," 'Russian Scherzo', op. 1, No. 1","P. Tchaikovsky. 'Russian Scherzo', op. 1, No. 1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019
Yashkin Anton,Russia,Franz Liszt," 'Mazeppa' from the Transcendental Etudes for piano, S. 139, No. 4","F. Liszt. _Mazeppa_ from the Transcendental Etudes for piano, S. 139, No. 4",NaN,NaN,NaN,Pyotr Tchaikovsky," Piano concerto No. 1 in B-flat minor, op. 23",NaN,NaN,2019
Yasynsky Artem,Ukraine,Johann S. Bach,"  Prelude and Fugue G minor, Book II, BWV 885 No. 16","J. S. Bach. Prelude and Fugue G minor, Book II, BWV 885 No. 16",Domenico Scarlatti,"Sonata G minor, K.426 Sonata B-flat major, K.503 ","Domenico Scarlatti Sonata G minor, K.426 Sonata B-flat major, K.503 ",Sergei Prokofiev," Piano concerto No. 3 in C major, op. 26","P. Tchaikovsky. Piano concerto No. 1 in B-flat minor, op. 23",NaN,2019
Yasynsky Artem,Ukraine,Pyotr Tchaikovsky," 'Impromptu','Echo rustique', op.72, Nos. 1, 13","P. Tchaikovsky. _Impromptu_,_Echo rustique_, op.72, Nos. 1, 13",NaN,NaN,"Sonata G minor, K.426",NaN,NaN,"S. Prokofiev. Piano concerto No. 3 in C major, op. 26']",NaN,2019
Yasynsky Artem,Ukraine,Frédéric Chopin," Etude in C major, op. 10, No. 1","F. Chopin. Etude in C major, op. 10, No. 1",NaN,NaN,"Sonata B-flat major, K.503",NaN,NaN,NaN,NaN,2019
Yasynsky Artem,Ukraine,Franz Liszt," Etude No. 6 in a minor from Grandes Etudes de Paganini, S.140","F. Liszt. Etude No. 6 in a minor from Grandes Etudes de Paganini, S.140",Johannes Brahms," Paganini Variations op.35, Book I and II","J. Brahms. Paganini Variations op.35, Book I and II",NaN,NaN,NaN,NaN,2019
Yasynsky Artem,Ukraine,Sergei Rachmaninoff," Etude-tableau, op. 39 No.6","S. Rachmaninoff. Etude-tableau, op. 39 No.6",Sergei Prokofiev," Sonata No. 8 in B-flat major, op. 84","S. Prokofiev. Sonata No. 8 in B-flat major, op. 84",NaN,NaN,NaN,NaN,2019
Yasynsky Artem,Ukraine,Ludwig van Beethoven," Sonata No. 23 in F minor 'Appassionata', op. 57","L. van Beethoven. Sonata No. 23 in F minor 'Appassionata', op. 57",NaN,NaN,NaN,Pyotr Tchaikovsky," Piano Concerto No. 1 in B-flat minor, op. 23",NaN,NaN,2019
Yemelyanov Konstantin,Russia,Johann S. Bach,"  Prelude and Fugue in C-sharp minor, Book II, BWV 873","J.S. Bach. Prelude and Fugue in C-sharp minor, Book II, BWV 873",Pyotr Tchaikovsky," Elegiac song, op. 72","P. Tchaikovsky. Elegiac song, op. 72",Sergei Prokofiev," Piano Concerto No. 3 in C major, op. 26","P. Tchaikovsky. Piano Concerto No. 1 in B-flat minor, op. 23",3,2019
Yemelyanov Konstantin,Russia,Joseph Haydn," Piano Sonata in D major, Hob. XVI: 24","Joseph Haydn. Piano Sonata in D major, Hob. XVI: 24","Pyotr Tchaikovsky , S. Feinberg", Scherzo 'Allegro molto vivace' from Symphony No. 6,P. Tchaikovsky & S. Feinberg. Scherzo 'Allegro molto vivace' from Symphony No. 6,NaN,NaN,"S. Prokofiev. Piano Concerto No. 3 in C major, op. 26']",3,2019
Yemelyanov Konstantin,Russia,Pyotr Tchaikovsky," Romance, op. 5","P. Tchaikovsky. Romance, op. 5",Samuel Barber," Sonata for Piano in E-flat minor, op. 26","S. Barber. Sonata for Piano in E-flat minor, op. 26",NaN,NaN,NaN,3,2019
Yemelyanov Konstantin,Russia,Pyotr Tchaikovsky," 'Characteristic Dance', op. 72","P. Tchaikovsky. 'Characteristic Dance', op. 72",Sergei Rachmaninoff," Variations on a Theme of Corelli, op. 42","S. Rachmaninoff. Variations on a Theme of Corelli, op. 42",NaN,NaN,NaN,3,2019
Yemelyanov Konstantin,Russia,Pyotr Tchaikovsky," Nocturne, op. 19 No. 4","P. Tchaikovsky. Nocturne, op. 19 No. 4",NaN,NaN,NaN,NaN,NaN,NaN,3,2019
Yemelyanov Konstantin,Russia,Frédéric Chopin," Etude in A Minor, op. 10, No. 2","F. Chopin. Etude in A Minor, op. 10, No. 2",NaN,NaN,NaN,NaN,NaN,NaN,3,2019
Yemelyanov Konstantin,Russia,Franz Liszt," Etude 'La Campanella' in G-sharp minor from 'Grandes Etudes de Paganini', S. 140","F. Liszt. Etude 'La Campanella' in G-sharp minor from _Grandes Etudes de Paganini_, S. 140",NaN,NaN,NaN,NaN,NaN,NaN,3,2019
Yemelyanov Konstantin,Russia,Sergei Rachmaninoff," Etude-tableau in A minor, op. 39 No. 6","S. Rachmaninoff. Etude-tableau in A minor, op. 39 No. 6",NaN,NaN,NaN,NaN,NaN,NaN,3,2019